id,title,body,tagname_list,author.id,added_at
8472,I would like more insight on the life of a biochemist and a bio-medical engineer,<p>I have been debating whether or not to go into biochemistry or bio-medical engineering and I found out that a bio-medical engineer makes more than a biochemist so now I am indecisive. </p>,biochemistry job biochemist biomedical-engineering,5309,2015-03-17 09:36:04.515588
11470,Best college to do M.tech in aeronautical engineering in U.S????,<p>I am currently finishing my B.tech in mechanical engineering. I wanna do M.tech in aeronautical engineering in U.S so what are the extra course that I need to do after completing my B.Tech and what are the best university in which I can do.Especially in New York. </p>,aeronautics aeronautical aircraft mechanical- engineering aerospace,7289,2015-09-20 08:44:43
13714,I don't know what career I want to pursue when i go to college next fall,"<p>I have been taking career test and all tells me basically to be something that deals with money and management. The careers were actuary, accountant, economists, financial manger, some even said engineer and pharmacist. I don't know what to do can someone help ? I've always wanted to be a lawyer but I figured they work about 80 hours a week  I want to work and come home to have me or family time, basically leave work at work. I want to help people with their problems. I give great advice some people have told me I should be a motivational speaker. But not for me. I just don't know what to do. I don't want to be a doctor dealing with blood and death and touching bodies. I also want to make near six figures. Help please thank you. I also want a career where I can be alone sometimes. And work on what I'm doing. I really Want to work business like and also I want to think I'm a thinker i LOVE to solve problems and situations. But i don't want to be a detective.</p>",physician accountant pharmacist lawyer doctor,8288,2015-11-15 11:52:51.279563
1081,How hard is it to get a job if your an engineer ?,<p>I'm a sophomore in high school and i really want to be an engineer. </p>,engineering engineer,217,2012-09-08 23:56:53.816156
10489,How and what subjects should i been interested in looking if i want to study a nutrition major in college,"<p>I am a freshman at city charter high school in  Pittsburgh PA. I am a health nut and a fitness nut i play a lot of sports and very into nutrition. I want to go to a military college such as west-point, citadel but that's not the point. I am very interested in nutrition and that's what i wan to study in college. Is their any recommendations or others who have study this major or has a career with nutrition and is able to help me out i would appreciate it.</p>",nutritionist,6582,2015-06-05 13:08:50.702051
9837,What ART degrees can go a long way and provide multiple careers?,"<p>I have been in college for digital design for 3 years but am not sure if that's the career I want. I do love art and want to continue that education, but I am struggling to find what art degree (s) can take you more places than just one.</p>",college design education art degree,6326,2015-05-11 22:20:31.763708
9733,What exactly does a civil engineer do?,"<p>I am a junior in high school and i""m great at the subject of math. I also like to design and i feel that this would be a good major to get into. </p>",civilengineer civil-engineering,6092,2015-05-07 12:48:41.380900
10486,I want to become a marine biologist. What would I have to major in college to become that/what college should I go to for that?,<p>I am a ninth grader at City Charter High School. I have been wanting to do marine biology since I seen the movie Dolphin Tale. I just loved the care that they had for the animals and that's a career that I want to pursue in. I just need advice on how I can become a marine biologist.</p>,biologist marine-biology,6531,2015-06-05 13:05:34.961659
4018,How can i make sure that my voice doesn't crack  while im singing,"<p>I'm a Singer and every time when I record a song my voice will start to crack in some parts of the song 
 and  it just throws me off key and i sound pitchy  </p>",singer career vocals studio-recording music voice singing,2502,2014-04-01 23:21:34.614660
9732,Is it really hard managing a group of people?,<p>I one day like to start up my own business</p>,management business entrepreneurship,6107,2015-05-07 12:47:54.833442
8192,What to major in if you want to be an accountant?,<p>I was wondering which major to pursue when trying to be an accountant. </p>,accounting business math,5102,2015-02-24 11:50:59.369524
205,"In order to become a video game designer, what courses would I take in college?","<p>I really want to design my own video games as a career. I've already decided that that is what I want to do in the future. However, I do not know what courses I should take in college in order to become a successful video game designer. Any information would be useful. </p>",college-majors career video-game,281,2012-01-15 16:31:02.835911
12352,How do manufactures put a motor in a dirt bike?,"<p>How does manufacturing work when making a dirt bike
please answer so I can use it</p>",motor manufacturin,7841,2015-10-23 12:53:43
9361,What is the best internship for a student looking to become a district attorney in the future?,<p>I am a sophomore planning early in life because I am very determined to be a district attorney in the future. </p>,law-school district-attorney future lawyer law pholosophy,5763,2015-04-21 10:36:13.031698
7521,"How does one get into professional interpreting, and what are some of the larger employers?","<p>I'm looking to go to school for International Relations in New York. I am looking into interpreting as a career after college, and was wondering what the best track through college would be, and what some of the major interpreting employers might be for internship opportunities.</p>",international college interpretation relations,4529,2014-12-12 10:36:20.008470
6498,"What kind of mechanical engineering jobs are at Google Inc,?","<p>I am a freshman in high school and I want to be in the business of engineering, specifically, mechanical engineering. I've also wanted to work at Google, so I'm wondering if the jobs there are just cubicle jobs, or if there is hands on stuff, or if there are travel opportunities.</p>
<p>Thanks in advance</p>
<p>Update: Please answer this, this question has been plaguing me for a long time.</p>",engineer,3735,2014-08-07 13:55:01.364973
8413,How much does it cost to start up a lawyers office?,"<p>I am just a 6 grader and I am just wondering if I could still get the best area and still my first year.
I was thinking about 150 dollars to see people. Every court date is $950</p>",lawyer,5238,2015-03-07 10:15:54.723491
1067,Is being a level 3 Neonatal Nurse emotionally draining?,"<p>I am a sophomore thinking about becoming a Neonatal Nurse rather than an OBGYN. I think working with sick babies would be really sad for me, but it is something I would love to do. Is it still a job that I should pursue?</p>",health-care medicine nurse obgyn emotional neonatal,228,2012-09-08 21:03:23.388009
9295,What area of study should you go into to become a substance abuse counselor?,<p>I would like to pursue a career as a substance abuse counselor </p>,counselor substance-abuse-counselor,5881,2015-04-15 18:46:15.794156
259,What type of photography should I pursue a career in ?,"<p>Im 16 years old and i want to pursue a career in photography, but i don't know the different types of photography there are. i don't know much about it and i hope someone could help me out.</p>",photography media photo,326,2012-01-19 12:04:05.371965
8696,"Can i get in csulb with a gpa of about 3.5 gpa for 9th and 10th grade , and a 3.0 for 11th",<p>I need to know!!</p>,csulb pediatrics alumni nursing,5495,2015-03-23 15:48:50.952156
87,How many years of school do you have to take to become a neurosurgeon?,<p>I would like a direct answer</p>,school neurology,249,2012-01-06 14:51:21.995888
3533,What are some good modeling agency's,<p>I want to be a commercial  model and i'm not  finding any good agency's   </p>,modeling television clothing beauty,2502,2014-03-18 21:49:54.918808
6120,"Guys...i gave my 12th this year (2014) and i wanna go for Software Engineering, actually m not getting that should i go for B.E in Comp Eng or B.E in IT ???? By taking which course ( Comp eng or IT) i will b called as a Perfect Software guy..??",<p>M asking this question coz m not getting in which one...Software content is more.</p>,informationtech computereng,3562,2014-06-28 12:47:40.570108
1014,What colleges are recommended the most to know enough about criminal justice to become a police officer?,<p>I am a 10th grader. I am still trying to figure out what i want to major in. By me knowing the colleges that are the most recommended and also colleges that now a days police officers have been to it would help a lot; because i might major in criminal justice. Any location would be fine</p>,college-selection criminal criminal-justice crime law-enforcement,240,2012-09-07 15:01:48.125653
3708,Does being a Child Welfare Worker take a huge emotional toll on a person ?,<p>Want to Work with Children &amp; Worried about the emotional relapse. </p>,socialworker childcare children welfare,2721,2014-03-26 14:10:29.429341
4715,What major should I take to fulfill both career of pharmacist and nurse anesthetist?,<p>To help me decide which major to take in college </p>,college college-major advisor,3095,2014-04-11 14:53:00.639119
8471,What are the risk or difficulties one faces when becoming a during pregnancy gestation or NICU nurse?,"<p>I am a senior in high school and I have always looked into the major of nursing. Recently I have been really interested in being in the area of pregnancy and NICU, but I have seen that it requires much patience, dedication, and carefulness. At certain times I am confident that I can do it and be successful at it, but sometimes I worry that I might not be good at it and the last thing I want is to add to the complications a baby or a pregnant female might have in the NICU. I wanted to know any advantages or disadvantages that comes with being a NICU or pregnancy gestation nurse.</p>",nursing,5316,2015-03-17 09:35:55
1531,What education path to become a registered nurse is recommended the most? A bachelors or an associates degree?,<p>I want to be a Nurse Practitioner and to my understanding I have to be licensed as an RN first and later move on to graduate school to get my title as a Nurse Practitioner. My question is if it is better to go to a four year university or community college to get my RN license. Will community college save me money or will a four year education open more doors for me? </p>,career-paths nurse nurse-practitioner,809,2013-02-28 22:15:48.518563
8900,What courses do you need to have a welding career?,<p>I know it has something to do for engineering..but I don't know specific ones</p>,engineer weld weldinge welding,5526,2015-03-26 15:54:38.217646
7483,How can I prepare for a career in dentistry/dental school?,<p>I am a college sophomore and one of my main goals to accomplish is becoming a dentist. I have had this dream since freshmen year of high school and even then i still didn't know how to get started. Now I'm feeling more loss than before and have no idea where to begin. please help with a word of advice or suggestions.</p>,pre-med biology dentistry,4709,2014-12-08 22:37:31
8984,Are there college courses that I can take for becoming a Game Warden?,<p>I am very interested in  what type of education I will need to become a Game Warden. </p>,police nature wildlife-biology wildlife-conservation fishing law,5704,2015-04-01 13:48:06.628028
1010,"Which teacher make more money, private school teachers or public school teachers?",<p>I am a 10th grade student at Codman Academy &amp; I would like to know which teacher makes more money. :&gt;</p>,career-paths money school teacher,230,2012-09-07 15:00:14.699802
10679,Do residents doctors get paid and if they do how much during their 4 years of training?,<p>I would like to know about this questions because I am looking forward to being a neurologist in the future.</p>,doctors medicare medicne doctor,6564,2015-06-18 13:40:48
7535,What are challenges that Physical Therapists face on a day to day basis?,<p>I am a Junior in high school and I am looking into being a Physical Therapist. I want to be a Physical Therapist because I feel that I would be able to relate to the patients because I have had my fair share of experience being a patient.</p>,physical-therapist doctor athlete injuries physical-trainer rehabilitation,4527,2014-12-15 10:58:51.403511
13954,Is it possible to pursue two careers at the same time?,<p>I have a passion for designing buildings (chose how the everything will be) and a passion for being a technology engineer. Is there a way to do both at the same time?</p>,designing-houses science-technology architecture-designment architecture designing-buildings,8425,2015-11-20 21:39:32.116481
5270,"Does it help to start off in a career that pays well, rather than searching for your dream job?","<p>I know college results in debt, so I was wondering: in the long run would it be worth it to find a job in a subject you like(but aren't overly fond of) and use that to become more financially stable, then find a career you are very passionate about?</p>",debt multiple-interests finance dream-job,3137,2014-04-29 20:19:44.004055
15472,How hard is the bar exam to become a lawyer ?,<p>I want to know how hard i have to work to become a lawyer.</p>,bar-exam law,9942,2016-01-22 08:53:00.520373
499,How do you go from college to a job as a sports broadcaster?,<p>I'm considering going to college and majoring in Broadcasting or Journalism. I was wondering what steps to take in order to make it to the booth. </p>,career-paths sports broadcaster,337,2012-02-15 14:10:55.658781
5537,What would be a good career for someone with doesn't need to worry for money,<p>I know people who really don't need money for a living. I wonder why do they still work 9-5? Can't they enjoy life and do something meaningful for the society?</p>,philosophy philosophical-counseling,3247,2014-05-01 10:50:35.629165
10657,Would a associates degree help me with franchsing a business?,<p>I have changed my mind. Instead of running my own business. I would like to franchise a business. How does that work? Will only having a associates degree be enough? </p>,franchise-leadership business hair-care,6558,2015-06-18 13:28:29.194609
12241,What is a good way to practice stop-motion animation,<p>I've recently got into stop-motion animation would like some advice on how to practice</p>,art practice stop-motion animation,7852,2015-10-22 13:01:18.385620
3256,How do I follow up on an internship?,"<p>If I apply for an internship through email and receive no response, how many days do I wait until I re-email the person and how do I do so without sounding rude or annoying? </p>",career internship interviews jobs,2421,2014-03-12 18:06:34.389584
4014,What are the positives and negatives of having a field as any type of social work?,"<p>Im not completely sure which field im most interested in,  but i do know i want to pursue a career in social working.</p>",therapist social-work,2637,2014-04-01 18:22:37.398614
12402,What is the pay for a career in chemistry?,"<p>I'm in sixth grade and Iv'e wanted to do chemistry since third grade. I was asking this because I was thinking about becoming a chemist for my career. I was very interested in this major and I wanted to have a job that paid at least semi well. If someone could please answer my question, that would be great. Thank you!</p>",chemist doctor,7887,2015-10-23 14:50:40.523701
3977,Whats  the next step in the fashion industry if you already get to school ? ( such as working for someone in the fashion industry),<p>I am asking because I attend the high school of fashion industries and I had my first fashion show but i would like to be more involved in the fashion industry.I would like to have to have jobs for now in this field .   </p>,fashion models artmajors magazine plussize desginers,2594,2014-03-31 18:03:49.864885
1615,What do those who major in computer science do?,"<p>Hello! I am a senior in college, looking through majors and career options for my near future. The thing that appeals to me most is a computer science major, as computers have been a large part of my life, and I find myself constantly thinking about them, especially now, as I am using a computer at <em>this very moment</em> to type my question. However, I am not quite sure what a class would be like. Does anyone know from personal experience, or from a friend?</p>",computer-science,933,2013-03-28 12:59:54.184714
12087,"If I become a video game tester, would I get a high or low wage?",<p>Because I really enjoy video games and I would like it if I got a job that I can have fun with and live off it too.</p>,videogamedesigner,7915,2015-10-20 16:44:12.256218
9117,How many years of school are required to become a medical examiner?,"<p>Some clarification, I would like to know the years of college, medical school, residence etc. </p>",forensic-anthropologist forensic medical-examiner,5740,2015-04-08 13:27:52
14568,Is it hard owning a restaurant?,<p>I am thinking of opening and owning a restaurant in San Francisco. I was wondering if it was really hard to open it and run it and be successful.</p>,career owning restaurant,7369,2015-12-10 13:44:06.908542
44,What is the path to a successful career in bio-engineering?,"<p>I want to be an engineer and I am also interested in biology. My teachers have told me that I should look into bio-engineering, but I'm wondering what I need to do in order to have a successful career in this field? And what skills I should work on and have?</p>",career-paths engineering science engineer biology bio-engineering,5,2011-12-29 00:35:43.307429
11995,What is the best collage i should go to if i whant to be an arcitect,<p>I would kindly like to know what the best way for me to become an architect. And what collages would be good for that</p>,biulding creative,7872,2015-10-19 14:20:32.890250
5160,Should I go to collage? What are some advantages? What are some disadvantages,<p>I am really interested in this question because I want to know weather or not I should spend 4 or so years in a collage or should I just get started on my life. </p>,school collage work life career job,3144,2014-04-29 14:20:13.598566
11897,What does it take to become an athletic trainer?,"<p>I am junior in high school in Minnesota and I am very interested in being an athletic trainer. I would like to know what the best classes to take in high school would be to ready me for college, if it's an easy job to get an occupation in, and what the pay is if I could make a decent amount of money to live off of.</p>",athletics sports,7732,2015-10-14 15:44:39.862815
11367,How many years of college do you need to complete for physical therpy,<p>I am a senior in high school and I am very interested in finding a career path in some type of physical therapy. I was wondering how many years of college I will need to complete for this career?</p>,therapy physical,7487,2015-09-03 14:08:47
7682,What is the ideal career for me?,"<p>Firstly hello and thank you for reading my post.</p>
<p>I am second grade in high school and i have to begin to plan my future. I used to want to be an aerospace engineer. I still want to be an angineer but i dont know. I am a teenager and i am learning someting new about myself daily. I realised that i want to be free, travel the world and help people but i am not sure about do i still want to design planes or spaceships. I like science as much as i like writing. Also i love learning languages. English is my second language and i am learing German and Russian and i will learn spanish and japanese after them. I used to think if people won't remember my name after i dead why do i live then but i am not sure about that anymore. </p>
<p>So, i need your help to find my way, waiting for your reviews.</p>",help language science travel aerospace freedom,4783,2014-12-27 09:29:29.583674
7597,What is a typical day look like for a physical therapist?,<p>I am a senior in high school and I want to major in PT and I was just wondering about a day in the field. </p>,physical-therapist therapy physical,4140,2014-12-16 12:39:32.925256
1609,What does a Materials Science Engineer do on a day-to-day basis?,"<p>Hi, I am a senior in high school. I was wondering what a typical day looks like for a materials science engineer and was it what you expected when you declared your major?</p>",science enigeering materials,957,2013-03-28 12:25:18.176459
3121,"When applying to a research school, what would be best to highlight throughout my college application?","<p>I am currently a high school junior, I will go to college to study Chemical Engineering. I understand research is important to highlight, but other than that, what would show schools like MIT, GA Tech, and Cal Tech that I am prepared to attend their institution?</p>",college-applications chemical-engineering application engineering college chemistry,2441,2014-03-08 09:38:02.629574
3231,Does a person who majors in astronomy have a lot of career options?,<p>I am really interest in astronomy but I don't know if there are many options career wise. </p>,astrology,2408,2014-03-12 16:26:23.517215
8295,What should I base the decision of my college on?,<p>I am a sophomore at Sumner Academy. I tend to be indecisive and I have no idea what I want to even do at college</p>,college,5103,2015-02-26 15:10:57.042525
12408,As a detective would I have to go through different stages in law enforcement?,<p>My name is Montana Goodman and I am looking into being a detective. I was told that if you wanted to be a detective you would have to be an officer of some sort. I am not really that sure if it's true or not?</p>,enforcement law,7897,2015-10-23 15:00:15.568949
11155,What careers could could I branch off into if I plan to major in psychology?,<p>I'm asking because I plan on studying psychology and I don't really know what there is in the field besides becoming a therapist and counselor. There's got to be many more careers to branch off into if I study psychology.</p>,counseling mental-health therapy psychology,7242,2015-08-03 16:52:02.904578
463,How do you start marine biology and were should you go if interested ?,<p>I am interested in marine biology and i want to start working whit marine life so how should i start?? </p>,animals marine biology places interested,236,2012-02-08 08:27:49.987340
15345,Is there anyone on here that been to Stanford?,"<p>I'm trying to be in Stanford but i don't know if its truly that hard. Is it hard, is it really hard?</p>",college,9777,2016-01-20 10:12:40.630239
7550,What is the best part about being a radio and television announcer?,"<p>I am very interested in becoming a radio or television announcer. I am a senior and off to college in the fall to a four year liberal arts school. I will be taking a few classes in college for business and communications. I am thrilled and interred with the behind the scenes of radio and TV production. I know the amazing different events that one travels to and takes part in, but I was wondering what is the best part? </p>",radio-broadcasting radio-producing tv broadcast-television radio radio-host,4555,2014-12-15 12:26:00
15350,What does it take to lead up being a well composed business man?,"<p>I want to know what it takes to become a business man. One that is independent on doesn't rely on everyone, because if something goes wrong you can't trust everyone in the business industry.</p>",business,9782,2016-01-20 11:19:27.926638
15336,What should take in college as a major to be able to run a cosmetics industry after?,"<p>I would like to run a cosmetics industry after finishing college.i am currently taking biochemistry as my major and so,i would like to know if i am on the right path,and what i should do after college in terms of graduate school.
thank you</p>",business scientist mentor professional-mentoring teacher cosmetics,9759,2016-01-20 00:23:31.313236
12669,Do you need to go to college long to be an actor or movie director ?,<p>My name is Peyton and I always wanted to be an actor or Movie director. Thank you for help!</p>,acting,7950,2015-10-27 13:53:22.728569
12286,What is the highest paying job for when I get older?,<p>My name is Micah I'm in the 6th grade and I really want a good paying job when I'm a teen? Does anyone have any suggestions?</p>,paying job good cooking,7893,2015-10-22 15:09:31.109561
8300,What jobs are available in the computer field?,"<p>Ive always been interested in the the computrer, graphic design etc field but I am not sure about what jobs there actually are in the field. What are some computer jobs?</p>",web-and-graphic-design computerscience computer-savvy,5092,2015-02-26 16:33:30.996162
8737,"What career options are there in the culinary arts? (ie baking cooking, etc)",<p>Im not sure wether iwant to choose a major in engineering or culinary arts or both</p>,chef culinary baker intern culinary-arts,4927,2015-03-23 17:17:02.654140
1001,What is a great career path that earns a great amount of money?,"<p>I am a high school student and i want to make a lot of money when i grow up so when Im grown i don't have to struggle and tell my family that i cant afford to buy them something. I want to take a career path that i can waste money without having an issue. Im interested in to all kind of ideas but particularly im interested in engineering and law. Im also very interested in math maybe something that has to do with math too,</p>",engineering law money math,220,2012-09-07 14:57:10.837126
11900,What is it like as an oceanographer?,"<p>I am a sophomore in high school and I am looking at potential job options for my future. Oceanography seems like an interesting career and I think it could be fun as well. I always been at least somewhat interested in the ocean and wildlife. It also seems like there would always be something to do, which would keep the job from getting boring. What are the best things to do in oceanography? What type of education is needed? What is a normal day like? Is it fun and interesting an an oceanographer? Anything that helps is appreciated. Thank you!</p>",biology life-sciences oceanography,7741,2015-10-14 15:57:12.576979
13884,Whats the highest degree or certification to become a preschool teacher?,"<p>I grew up helping taking care of kids , and i play school sometimes with my younger siblings and enjoy being there kinder teacher so now that i'm older in want to become one .</p>",children working-with-children,8395,2015-11-19 12:36:03.523826
14178,I would like to know how to manage my money to start off in life good?,"<p>Hi, I am a 6th grader and I want to now how to save my money or tactics you have used to get far in life
please reply so I can use the learning</p>",anyone rich,7840,2015-11-30 13:04:44.903833
1705,Typical work day for a Physical Therapist?,<p>I am interesting in becoming a physical therapist and would like to know what a typical work day for a physical therapist looks like. I am not sure if physical therapists generally work with patients or focus more on writing reports.</p>,medicine physical-therapist,829,2013-04-10 18:38:01.715224
12674,How do you increase your chanes of getting in the NFL,"<p>Like what gpa would help what drills can you run what collage would be best, which collage do most NFL players get drafted from. If anyone responds thank you for your time </p>",once_in_nfl in_nfl,7874,2015-10-27 14:03:27.872235
15158,"How does one create an appilcation are in other words an app such as Facebook, Instagram, Twitter, Snapchat, Angry Birds and other such applications?","<p>Since we all live in world where tech is ubiquitous on mobile devices and laptops and etc, I was interested in how i might be able to create something like these applications to.</p>",media great-ideas profession anyone entrepreneur business-idea in-business social,5472,2016-01-10 20:02:38.915594
8757,What advice do you have for someone who wants to be a historian in aviation? Is this even a possible career?,<p>I love aviation and I love the history behind many of the planes. I was just fascinated by the history and the stories behind airplanes. More specifically military planes during World War 2</p>,military aviation planes historian-aviation history,4933,2015-03-23 18:25:52.437248
37,What is the path to a successful career in international relations?,"<p>I am interested in working internationally, but I am not sure what type of college major or experiences I need to have in order to do so.</p>",career-paths international international-relations,5,2011-12-29 00:20:22.538559
4194,How hard is it to find a job as a writer?,<p>I am interested in creative writing but i would also like to have a stable job in this economy.   </p>,movies tv-series comic-books,2952,2014-04-07 09:47:07.045427
12138,What is florida atlantic university like?,"<p>I want to go to a college in Florida, but I'm not sure which one would be good so I found FAU and want to know if its actually a good school. </p>",anyone,7479,2015-10-21 14:42:41.462311
863,What colleges are the best to attend for a pre-vet major?,"<p>I am passionate about becoming a vet. I want to attend a top pre-vet  college, but dont really know what colleges to choose from</p>",veterinary,593,2012-05-23 16:05:19.786736
162,How can i be a owner,<p>How can i be a transport company owner?What subject i should  choose in college?</p>,business college-majors,233,2012-01-11 15:46:54.459709
11704,Registered Nurse,<p>I just need to know what degree do i need inorder to become a nurse practitioner / registered nurse</p>,nurse registered-nurses,7658,2015-10-08 14:56:26.966942
11307,Who long does it take to complete a engineering course  for robotic engineering?,<p>How long will it take</p>,worked classes boss,7414,2015-09-01 18:04:44.192194
1878,Did you have an internship in high school? For marketing people please.,"<p>I'm really interested in working in marketing, and my school said that I should try to get an internship in the summer. But I have plans for camp in the summers and I don't know if I can do an internship. Do I really need an internship? For people who work in marketing, did you have an internship in high school? What did you do and how did yo find it? </p>",pr marketing internship summer,1314,2013-09-29 20:50:56.626552
9759,How hard is it to become a psychologist?,<p>I have been wanting to be a psychologist since i was in 9th grade and i want to know if it is hard to get in psychology.</p>,child-ps psychology,6186,2015-05-08 13:57:19.846555
4586,What kind of internships would be useful for someone interested in a writing career?,<p>I would like to go into writing but i don't know where to start.</p>,movies. tv-series writing,2952,2014-04-09 09:16:47.862661
10220,Doctor vs. Nurse Practitioner  - Whats the benefit and downside to each career?,<p>I'm a junior in highschool and i'm trying to decide what career I want to pursue.</p>,medical nurse-practitioner doctor,6589,2015-05-21 18:23:42.175963
5534,"What major I should choose if I'm interested in nurse anesthetist and pharmacy ? Should I get BSN first then  decide my way from there? If I want to attend pharmacy school after BSN, then I only have to take some more classes, is that correct ?","<p>I need to decide which major I will commit for next year. I'm having a hard time to decide which major. Should I get BSN first then  decide my way from there? If I want to attend pharmacy school after BSN, then I only have to take some more classes, is that correct ? Thank you. </p>",major college-major,3244,2014-04-30 22:17:45.741042
6934,What do NHL (hockey teams) look for in they're trainers/ doctors?,"<p>I'm looking into going into the Sports Medicine field, into the hockey field as those injuries are what i know and like best to deal with. I just want to know what they look for degree wise in they're trainers/doctors so I can do the right degrees to get into what I love? </p>",ice-hockey doctor sports degrees medicine sports-medicine,3834,2014-10-12 20:51:58
764,What are the best colleges in New York to study business?,"<p>I am a senior in high school, and I want to double major in English and buisness. I want to know what the best colleges are, and the requirements to get into the schools.</p>",business college-majors,282,2012-04-02 11:59:50.866711
6740,What kind of degree do I need to get to be a graphic designer?,"<p>If I want to become a graphic designer working for a tech company, do I need to get a college degree or a masters degree or an associates degree? I already know that there are short graphic design degrees and long ones and I hope to learn what is really necessary to get the first job. Or should I start with an associates degree and then work for a while and then get a bachelors degree and then get a masters degree later? </p>
<p>Please help! Thank you very very much for your advice </p>",tech computers design graphic-design,4005,2014-09-30 15:02:53.044362
7172,Which career should i choose?,<p>I am a student of textile university. My advance is Fashion Designing.  At the begning I have little interest in Fashion Designig. But day by day my interest is increasing.So i want to be a designer. But everyone says i have no idea of designig.Hearing their comments i really became hopeless and confused what should i do?....as a textile student i have the opportunity to start my career as a merchandiser....</p>,fashiondesigner textile fashion,4423,2014-11-18 03:26:41.570619
277,How much money does a rookie cop make a year?,"<p>I am in 11 grade at boss. i would like to be a cop when i i get older, but i wanted to know how much money does a rookie cop make a year</p>",law enforcement,290,2012-01-19 12:55:32.027324
12383,Do I have to go to high school in order to be a marine biologist?,<p>Do I have to go to college or can I go right off the bat.</p>,marine-biology,7866,2015-10-23 14:00:41.553662
11143,Mechanical engineering,"<p>Hey! I'm a senior in High school right now, am interested in Mechanical engineering and what school do i have to go to in Massachusetts ? what degrees do i have to have ?</p>",mechanical- master expert cars,7214,2015-07-31 16:16:53.027550
12556,I like to play football,<p>I like to play football but I don't know if its right for me any suggestions on any high schools for football?</p>,football,7841,2015-10-26 13:07:49.627346
10485,Can I go to nurse from CNA?,<p>I just graduated from highschool and I want to become a nurse in a short period of time.Also can I be a nurse with just a associates degree?Do I have to get an associates degree in CNA and RN????Also do rn with only a 2 year degree get less hours or the same as nurses with 4 year degree?</p>,hospital cna rn nurse doctor,6757,2015-06-05 04:35:06.454182
15721,what college should i attend to become a veterinarian?,<p>i want to go to a good college to become a veterinarian </p>,veterinarina veterinary animals vet,10252,2016-02-04 09:22:21.900726
9585,Are there pediatric occupational therapists?,"<p>I'm a junior in high school, and I am very interested in occupational therapy, but I also want to work with children.</p>",nurse occupational-therapy pediatric,6033,2015-04-29 10:24:53.227943
11284,What kind of careers are out there working with young  children?,"<p>I really want to work with young kids, newborn to about kindergarten, but I don't want to be a teacher (typical, I know) and I don't really want to work in a daycare. I've even thought about being a pediatric nurse or neonatal nurse but I don't know if I could really handle seeing little cute sick kids all day everyday. I'm a senior in high school and I feel like time is ticking!! Please help me figure out my career path! If you have any ideas on careers, what could I major in order to get that career?</p>",working-with-kids career working-with-children college nurse social-work,7308,2015-08-27 05:35:23.270249
1931,Do you really use math in your job?,"<p>For people who work with computers, did your highschool math class really teach you anything that you use in your job? Sometimes math class is okay, but most of the time its just really really really boring. Do I even need to know this stuff? Sometimes I get the work, but some of the really hard stuff takes a long time or I just dont get it. </p>",doesitreallymatter math,1336,2013-10-01 12:54:46.665900
6895,What careers do people with majors in Public Health usually go into?,<p>I am a senior in high school and I am looking at Tulane University's School of Public Health. I would want to focus on public health surrounding nutrition. I want to go into non-profit work in Latin America and I think this degree will help me do that in a sustainable way. I think focusing on nutrition education will be a way to do the most with limited resources.</p>,medicine nutrition non-profit public-health nutrition-education,4135,2014-10-08 11:47:25.642629
8681,What career is best for me,"<p>I love science mainly chemistry and physical science but i also love literature. im great at helping people, giving advice, being in charge. But i have yet to find the career for me. any suggestions? before i head off to college. </p>",any-career nurses science literature teachers chemistry,5486,2015-03-22 10:05:18.739024
10108,What possible careers could I pursue which allow me to create games and connect people online through those games?,<p>I love to play Diablo. I enjoy how it connects people and creates opportunity to share information for a common good while still creating a sense of enjoyment even if you're with people that you may not know personally. I was curious as to what possibilities are available for me to help recreate this feeling and joy that comes from this.</p>,gaming video-game software-development video-game-design information-technology,6456,2015-05-18 11:43:23.353533
7635,What degree would be most beneficial to be a special education teacher?,<p>I am a senior in high school and I am interested in a career in special education. I would like to know what degree would help me the most. I would like to specialize in elementary special education.</p>,special-education education elementary-education,4546,2014-12-18 13:21:46.571630
105,How much does it cost to be an actor?,"<p>Im a freshman and I am interested in being an actress. Before I jump to just wanting to act, I want to know how much money it will cost me.</p>",acting money arts actor artist,255,2012-01-06 15:01:50.084733
7817,How long does it take to become a nurse and what classes should you take ?,<p>I want to know what courses you need to come a nurse.</p>,nurse,4216,2015-01-13 12:51:29.798543
268,Are there any available programs/events/resources in New York City that offers High school students the opportunity to High school students to explore multiple careers . . .,"<p>Hi, i am an 11th grader. With a diverse personality. I enjoy fixing things it could be computers,cars,phones, even toys. But I also enjoy the Art industry from dancing, performing, writing, ect. I would like to know if there are any programs available for an high school student to gain experience and the opportunity  of what multiple careers offers.</p>",computer-engineer art artist photography,311,2012-01-19 12:08:59.898101
280,What steps did you take in high school to start your journalism career?,"<p>I am Alex Torres, a 16 year old junior who is eager to start my sports journalism career. I always wanted to be a sports journalist because of my passion for sports and willing to start taking the necessary steps to start my writing career</p>",sports journalism,357,2012-01-19 12:58:11.913891
8754,How do you know what part of the medical field you will like to work in?,<p>I am a 17 year old male that lives in the Los Angeles area. My mom is a RN and I want to know what else is possible to work in this field.</p>,medicine hosptial medical-field doctor,4942,2015-03-23 18:23:31.318372
3162,What jobs are available on cruises?,"<p>I have been on 3 Disney cruises and have loved all 3! I like to travel, interact with people and help others. I was wondering what kind of jobs are avaiable to work on a cruise? I know there are waitress options and cruise directors which do that. What else is out there? Pros/cons? HELP!</p>",career travel director waitress cruise disney,2400,2014-03-11 13:02:22.957221
